timestamp,service,success,latency,error_code
2025-10-07 21:30:06,FMP,0,0.160,403
2025-10-07 21:30:06,FMP,0,0.157,403
2025-10-07 21:30:06,FMP,0,0.176,403
2025-10-07 21:30:06,GDELT,1,0.873,
2025-10-07 21:30:06,FMP,0,0.220,403
2025-10-07 21:30:07,FMP,0,0.245,403
2025-10-07 21:30:07,FMP,0,0.153,403
2025-10-07 21:30:07,FMP,0,0.178,403
2025-10-07 21:30:07,FMP,0,0.146,403
2025-10-07 21:30:07,FMP,0,0.147,403
2025-10-07 21:30:13,GDELT,1,2.343,
2025-10-07 21:30:16,GDELT,1,1.000,
2025-10-07 21:30:21,GDELT,1,0.657,
2025-10-07 21:30:26,GDELT,1,1.088,
2025-10-07 21:36:16,FMP,0,0.403,403
2025-10-07 21:36:16,FMP,0,0.178,403
2025-10-07 21:36:16,FMP,0,0.179,403
2025-10-07 21:36:16,GDELT,1,0.801,
2025-10-07 21:36:16,FMP,0,0.182,403
2025-10-07 21:36:16,FMP,0,0.180,403
2025-10-07 21:36:16,FMP,0,0.164,403
2025-10-07 21:36:17,FMP,0,0.133,403
2025-10-07 21:36:17,FMP,0,0.154,403
2025-10-07 21:36:17,FMP,0,0.144,403
2025-10-07 21:36:17,FMP,0,0.168,403
2025-10-07 21:36:21,GDELT,1,0.603,
2025-10-07 21:36:26,GDELT,1,0.867,
2025-10-07 21:36:31,GDELT,1,0.833,
2025-10-07 21:36:36,GDELT,1,0.608,
2025-10-07 21:59:24,FMP,0,0.252,403
2025-10-07 21:59:24,FMP,0,0.160,403
2025-10-07 21:59:24,FMP,0,0.159,403
2025-10-07 21:59:24,GDELT,1,0.669,
2025-10-07 21:59:25,FMP,0,0.136,403
2025-10-07 21:59:25,FMP,0,0.127,403
2025-10-07 21:59:25,FMP,0,0.140,403
2025-10-07 21:59:25,FMP,0,0.156,403
2025-10-07 21:59:25,FMP,0,0.259,403
2025-10-07 21:59:25,FMP,0,0.148,403
2025-10-07 21:59:26,FMP,0,0.140,403
2025-10-07 21:59:30,GDELT,1,1.278,
2025-10-07 21:59:35,GDELT,1,0.710,
2025-10-07 22:20:46,FMP,0,0.383,403
2025-10-07 22:20:47,FMP,0,0.199,403
2025-10-07 22:20:47,FMP,0,0.167,403
2025-10-07 22:20:47,GDELT,1,0.801,
2025-10-07 22:20:47,FMP,0,0.164,403
2025-10-07 22:20:47,FMP,0,0.252,403
2025-10-07 22:20:47,FMP,0,0.168,403
2025-10-07 22:20:48,FMP,0,0.219,403
2025-10-07 22:20:48,FMP,0,0.133,403
2025-10-07 22:20:48,FMP,0,0.149,403
2025-10-07 22:20:48,FMP,0,0.169,403
2025-10-07 22:20:52,GDELT,1,0.606,
2025-10-07 22:20:57,GDELT,1,0.634,
2025-10-07 22:21:02,GDELT,1,0.731,
2025-10-07 22:25:00,FMP,0,0.318,403
2025-10-07 22:25:00,GDELT,1,0.679,
2025-10-07 22:25:00,FMP,0,0.425,403
2025-10-07 22:25:00,FMP,0,0.158,403
2025-10-07 22:25:01,FMP,0,0.148,403
2025-10-07 22:25:01,FMP,0,0.150,403
2025-10-07 22:25:01,FMP,0,0.276,403
2025-10-07 22:25:01,FMP,0,0.194,403
2025-10-07 22:25:02,FMP,0,0.398,403
2025-10-07 22:25:02,FMP,0,0.162,403
2025-10-07 22:25:02,FMP,0,0.158,403
2025-10-07 22:25:06,GDELT,1,0.932,
2025-10-07 22:25:10,GDELT,1,0.723,
2025-10-07 22:25:16,GDELT,1,1.117,
2025-10-07 22:26:41,FMP,0,0.276,403
2025-10-07 22:26:42,FMP,0,0.200,403
2025-10-07 22:26:42,GDELT,1,0.656,
2025-10-07 22:26:42,FMP,0,0.756,403
2025-10-07 22:26:43,FMP,0,0.323,403
2025-10-07 22:26:43,FMP,0,0.182,403
2025-10-07 22:26:43,FMP,0,0.147,403
2025-10-07 22:26:43,FMP,0,0.154,403
2025-10-07 22:26:43,FMP,0,0.166,403
2025-10-07 22:26:44,FMP,0,0.254,403
2025-10-07 22:26:44,FMP,0,0.160,403
2025-10-07 22:26:47,GDELT,1,1.101,
2025-10-07 22:26:52,GDELT,1,0.803,
2025-10-07 22:26:57,GDELT,1,0.683,
2025-10-07 22:27:02,GDELT,1,0.751,
2025-10-07 22:31:51,GDELT,1,0.661,
2025-10-07 22:31:51,FMP,0,0.719,403
2025-10-07 22:31:51,FMP,0,0.134,403
2025-10-07 22:31:51,FMP,0,0.136,403
2025-10-07 22:31:51,FMP,0,0.130,403
2025-10-07 22:31:51,FMP,0,0.138,403
2025-10-07 22:31:51,FMP,0,0.135,403
2025-10-07 22:31:52,FMP,0,0.140,403
2025-10-07 22:31:52,FMP,0,0.134,403
2025-10-07 22:31:52,FMP,0,0.140,403
2025-10-07 22:31:52,FMP,0,0.161,403
2025-10-07 22:31:56,GDELT,1,0.685,
2025-10-07 22:32:01,GDELT,1,0.886,
2025-10-07 22:32:06,GDELT,1,0.896,
2025-10-07 22:32:11,GDELT,1,0.919,
2025-10-08 09:17:10,FMP,0,0.254,403
2025-10-08 09:17:10,FMP,0,0.136,403
2025-10-08 09:17:10,FMP,0,0.134,403
2025-10-08 09:17:10,FMP,0,0.155,403
2025-10-08 09:17:10,GDELT,1,0.886,
2025-10-08 09:17:10,FMP,0,0.138,403
2025-10-08 09:17:10,FMP,0,0.141,403
2025-10-08 09:17:10,FMP,0,0.165,403
2025-10-08 09:17:11,FMP,0,0.137,403
2025-10-08 09:17:11,FMP,0,0.138,403
2025-10-08 09:17:11,FMP,0,0.204,403
2025-10-08 09:17:11,FMP,0,0.142,403
2025-10-08 09:17:11,FMP,0,0.149,403
2025-10-08 09:17:11,FMP,0,0.143,403
2025-10-08 09:17:12,FMP,0,0.140,403
2025-10-08 09:17:12,FMP,0,0.154,403
2025-10-08 09:17:12,FMP,0,0.148,403
2025-10-08 09:17:12,FMP,0,0.137,403
2025-10-08 09:17:12,FMP,0,0.137,403
2025-10-08 09:17:12,FMP,0,0.146,403
2025-10-08 09:17:13,FMP,0,0.293,403
2025-10-08 09:17:13,FMP,0,0.146,403
2025-10-08 09:17:13,FMP,0,0.136,403
2025-10-08 09:17:13,FMP,0,0.141,403
2025-10-08 09:17:13,FMP,0,0.137,403
2025-10-08 09:17:13,FMP,0,0.137,403
2025-10-08 09:17:13,FMP,0,0.137,403
2025-10-08 09:17:14,FMP,0,0.141,403
2025-10-08 09:17:14,FMP,0,0.140,403
2025-10-08 09:17:14,FMP,0,0.141,403
2025-10-08 09:17:14,FMP,0,0.143,403
2025-10-08 09:17:14,FMP,0,0.143,403
2025-10-08 09:17:14,FMP,0,0.164,403
2025-10-08 09:17:14,FMP,0,0.154,403
2025-10-08 09:17:15,FMP,0,0.134,403
2025-10-08 09:17:15,FMP,0,0.139,403
2025-10-08 09:17:15,FMP,0,0.152,403
2025-10-08 09:17:15,GDELT,1,0.624,
2025-10-08 09:17:15,FMP,0,0.187,403
2025-10-08 09:17:15,FMP,0,0.171,403
2025-10-08 09:17:15,FMP,0,0.169,403
2025-10-08 09:17:16,FMP,0,0.165,403
2025-10-08 09:17:16,FMP,0,0.276,403
2025-10-08 09:17:16,FMP,0,0.137,403
2025-10-08 09:17:16,FMP,0,0.139,403
2025-10-08 09:17:16,FMP,0,0.213,403
2025-10-08 09:17:16,FMP,0,0.135,403
2025-10-08 09:17:17,FMP,0,0.135,403
2025-10-08 09:17:17,FMP,0,0.145,403
2025-10-08 09:17:17,FMP,0,0.141,403
2025-10-08 09:17:17,FMP,0,0.132,403
2025-10-08 09:17:17,FMP,0,0.138,403
2025-10-08 09:17:17,FMP,0,0.135,403
2025-10-08 09:17:17,FMP,0,0.146,403
2025-10-08 09:17:18,FMP,0,0.136,403
2025-10-08 09:17:18,FMP,0,0.171,403
2025-10-08 09:17:18,FMP,0,0.132,403
2025-10-08 09:17:18,FMP,0,0.138,403
2025-10-08 09:17:18,FMP,0,0.334,403
2025-10-08 09:17:19,FMP,0,0.136,403
2025-10-08 09:17:19,FMP,0,0.172,403
2025-10-08 09:17:19,FMP,0,0.147,403
2025-10-08 09:17:19,FMP,0,0.142,403
2025-10-08 09:17:19,FMP,0,0.137,403
2025-10-08 09:17:19,FMP,0,0.146,403
2025-10-08 09:17:19,FMP,0,0.152,403
2025-10-08 09:17:20,FMP,0,0.139,403
2025-10-08 09:17:20,FMP,0,0.143,403
2025-10-08 09:17:20,GDELT,1,0.537,
2025-10-08 09:17:20,FMP,0,0.140,403
2025-10-08 09:17:20,FMP,0,0.129,403
2025-10-08 09:17:20,FMP,0,0.129,403
2025-10-08 09:17:20,FMP,0,0.138,403
2025-10-08 09:17:20,FMP,0,0.135,403
2025-10-08 09:17:21,FMP,0,0.134,403
2025-10-08 09:17:21,FMP,0,0.151,403
2025-10-08 09:17:21,FMP,0,0.149,403
2025-10-08 09:17:21,FMP,0,0.131,403
2025-10-08 09:17:21,FMP,0,0.133,403
2025-10-08 09:17:21,FMP,0,0.131,403
2025-10-08 09:17:21,FMP,0,0.154,403
2025-10-08 09:17:22,FMP,0,0.132,403
2025-10-08 09:17:22,FMP,0,0.148,403
2025-10-08 09:17:22,FMP,0,0.254,403
2025-10-08 09:17:22,FMP,0,0.156,403
2025-10-08 09:17:22,FMP,0,0.137,403
2025-10-08 09:17:22,FMP,0,0.223,403
2025-10-08 09:17:23,FMP,0,0.137,403
2025-10-08 09:17:23,FMP,0,0.145,403
2025-10-08 09:17:23,FMP,0,0.171,403
2025-10-08 09:17:23,FMP,0,0.198,403
2025-10-08 09:17:23,FMP,0,0.172,403
2025-10-08 09:17:23,FMP,0,0.193,403
2025-10-08 09:17:24,FMP,0,0.272,403
2025-10-08 09:17:24,FMP,0,0.191,403
2025-10-08 09:17:24,FMP,0,0.168,403
2025-10-08 09:17:24,FMP,0,0.143,403
2025-10-08 09:17:24,FMP,0,0.134,403
2025-10-08 09:17:25,FMP,0,0.133,403
2025-10-08 09:17:25,FMP,0,0.132,403
2025-10-08 09:17:25,GDELT,1,0.611,
2025-10-08 09:47:25,FMP,0,0.309,403
2025-10-08 09:47:25,FMP,0,0.160,403
2025-10-08 09:47:26,FMP,0,0.545,403
2025-10-08 09:47:26,FMP,0,0.148,403
2025-10-08 09:47:26,FMP,0,0.241,403
2025-10-08 09:47:26,FMP,0,0.144,403
2025-10-08 09:47:26,FMP,0,0.137,403
2025-10-08 09:47:27,FMP,0,0.285,403
2025-10-08 09:47:27,FMP,0,0.156,403
2025-10-08 09:47:27,FMP,0,0.242,403
2025-10-08 09:47:28,FMP,0,1.154,403
2025-10-08 09:47:28,FMP,0,0.200,403
2025-10-08 09:47:29,FMP,0,0.268,403
2025-10-08 09:47:29,FMP,0,0.150,403
2025-10-08 09:47:29,FMP,0,0.162,403
2025-10-08 09:47:29,FMP,0,0.232,403
2025-10-08 09:47:29,FMP,0,0.133,403
2025-10-08 09:47:30,FMP,0,0.149,403
2025-10-08 09:47:30,FMP,0,0.234,403
2025-10-08 09:47:30,FMP,0,0.145,403
2025-10-08 09:47:30,FMP,0,0.233,403
2025-10-08 09:47:30,FMP,0,0.141,403
2025-10-08 09:47:31,FMP,0,0.190,403
2025-10-08 09:47:31,FMP,0,0.218,403
2025-10-08 09:47:31,FMP,0,0.158,403
2025-10-08 09:47:31,FMP,0,0.157,403
2025-10-08 09:47:31,FMP,0,0.425,403
2025-10-08 09:47:32,FMP,0,0.149,403
2025-10-08 09:47:32,FMP,0,0.238,403
2025-10-08 09:47:32,FMP,0,0.175,403
2025-10-08 09:47:32,FMP,0,0.216,403
2025-10-08 09:47:33,FMP,0,0.262,403
2025-10-08 09:47:33,FMP,0,0.150,403
2025-10-08 09:47:33,FMP,0,0.230,403
2025-10-08 09:47:33,FMP,0,0.144,403
2025-10-08 09:47:33,FMP,0,0.155,403
2025-10-08 09:47:34,FMP,0,0.254,403
2025-10-08 09:47:34,FMP,0,0.145,403
2025-10-08 09:47:34,FMP,0,0.259,403
2025-10-08 09:47:34,FMP,0,0.143,403
2025-10-08 09:47:34,FMP,0,0.154,403
2025-10-08 09:47:35,FMP,0,0.345,403
2025-10-08 09:47:35,FMP,0,0.176,403
2025-10-08 09:47:35,FMP,0,0.223,403
2025-10-08 09:47:35,FMP,0,0.154,403
2025-10-08 09:47:35,FMP,0,0.148,403
2025-10-08 09:47:36,FMP,0,0.225,403
2025-10-08 09:47:36,FMP,0,0.141,403
2025-10-08 09:47:36,FMP,0,0.153,403
2025-10-08 09:47:36,FMP,0,0.219,403
2025-10-08 09:47:36,FMP,0,0.151,403
2025-10-08 09:47:36,FMP,0,0.157,403
2025-10-08 09:47:37,FMP,0,0.244,403
2025-10-08 09:47:37,FMP,0,0.150,403
2025-10-08 09:47:37,FMP,0,0.133,403
2025-10-08 09:47:37,FMP,0,0.230,403
2025-10-08 09:47:37,FMP,0,0.150,403
2025-10-08 09:47:37,FMP,0,0.144,403
2025-10-08 09:47:38,FMP,0,0.802,403
2025-10-08 09:47:38,FMP,0,0.143,403
2025-10-08 09:47:39,FMP,0,0.317,403
2025-10-08 09:47:39,FMP,0,0.151,403
2025-10-08 09:47:39,FMP,0,0.141,403
2025-10-08 09:47:39,FMP,0,0.355,403
2025-10-08 09:47:39,FMP,0,0.130,403
2025-10-08 09:47:40,FMP,0,0.228,403
2025-10-08 09:47:40,FMP,0,0.145,403
2025-10-08 09:47:40,FMP,0,0.144,403
2025-10-08 09:47:40,FMP,0,0.217,403
2025-10-08 09:47:40,FMP,0,0.149,403
2025-10-08 09:47:41,FMP,0,0.147,403
2025-10-08 09:47:41,FMP,0,0.222,403
2025-10-08 09:47:41,FMP,0,0.163,403
2025-10-08 09:47:41,FMP,0,0.143,403
2025-10-08 09:47:41,FMP,0,0.234,403
2025-10-08 09:47:42,FMP,0,0.190,403
2025-10-08 09:47:42,FMP,0,0.248,403
2025-10-08 09:47:42,FMP,0,0.163,403
2025-10-08 09:47:42,FMP,0,0.171,403
2025-10-08 09:47:42,FMP,0,0.272,403
2025-10-08 09:47:43,FMP,0,0.168,403
2025-10-08 09:47:43,FMP,0,0.225,403
2025-10-08 09:47:43,FMP,0,0.159,403
2025-10-08 09:47:43,GDELT,1,0.780,
2025-10-08 09:47:43,FMP,0,0.137,403
2025-10-08 09:47:43,FMP,0,0.231,403
2025-10-08 09:47:43,FMP,0,0.153,403
2025-10-08 09:47:44,FMP,0,0.179,403
2025-10-08 09:47:44,FMP,0,0.240,403
2025-10-08 09:47:44,FMP,0,0.157,403
2025-10-08 09:47:44,FMP,0,0.147,403
2025-10-08 09:47:44,FMP,0,0.234,403
2025-10-08 09:47:45,FMP,0,0.176,403
2025-10-08 09:47:45,FMP,0,0.249,403
2025-10-08 09:47:45,FMP,0,0.150,403
2025-10-08 09:47:45,FMP,0,0.150,403
2025-10-08 09:47:45,FMP,0,0.215,403
2025-10-08 09:47:46,FMP,0,0.164,403
2025-10-08 09:47:48,GDELT,1,0.629,
2025-10-08 09:47:54,GDELT,1,1.386,
2025-10-08 09:47:58,GDELT,1,0.685,
2025-10-08 10:18:03,FMP,0,0.281,403
2025-10-08 10:18:04,FMP,0,0.220,403
2025-10-08 10:18:04,GDELT,1,0.902,
2025-10-08 10:18:04,FMP,0,0.244,403
2025-10-08 10:18:04,FMP,0,0.142,403
2025-10-08 10:18:06,FMP,0,0.915,403
2025-10-08 10:18:06,FMP,0,0.187,403
2025-10-08 10:18:06,FMP,0,0.232,403
2025-10-08 10:18:06,FMP,0,0.165,403
2025-10-08 10:18:06,FMP,0,0.144,403
2025-10-08 10:18:07,FMP,0,0.273,403
2025-10-08 10:18:07,FMP,0,0.207,403
2025-10-08 10:18:07,FMP,0,0.252,403
2025-10-08 10:18:07,FMP,0,0.140,403
2025-10-08 10:18:07,FMP,0,0.157,403
2025-10-08 10:18:08,FMP,0,0.231,403
2025-10-08 10:18:08,FMP,0,0.208,403
2025-10-08 10:18:08,FMP,0,0.158,403
2025-10-08 10:18:09,FMP,0,0.164,403
2025-10-08 10:18:09,GDELT,1,0.747,
2025-10-08 10:18:09,FMP,0,0.222,403
2025-10-08 10:18:09,FMP,0,0.154,403
2025-10-08 10:18:09,FMP,0,0.177,403
2025-10-08 10:18:09,FMP,0,0.234,403
2025-10-08 10:18:09,FMP,0,0.148,403
2025-10-08 10:18:10,FMP,0,0.149,403
2025-10-08 10:18:10,FMP,0,0.297,403
2025-10-08 10:18:10,FMP,0,0.151,403
2025-10-08 10:18:10,FMP,0,0.144,403
2025-10-08 10:18:10,FMP,0,0.147,403
2025-10-08 10:18:11,FMP,0,0.148,403
2025-10-08 10:18:11,FMP,0,0.153,403
2025-10-08 10:18:11,FMP,0,0.149,403
2025-10-08 10:18:11,FMP,0,0.135,403
2025-10-08 10:18:11,FMP,0,0.156,403
2025-10-08 10:18:11,FMP,0,0.220,403
2025-10-08 10:18:12,FMP,0,0.195,403
2025-10-08 10:18:12,FMP,0,0.373,403
2025-10-08 10:18:14,GDELT,1,0.778,
2025-10-08 10:18:15,FMP,0,2.708,403
2025-10-08 10:18:15,FMP,0,0.566,403
2025-10-08 10:18:16,FMP,0,0.520,403
2025-10-08 10:18:16,FMP,0,0.416,403
2025-10-08 10:18:17,FMP,0,0.534,403
2025-10-08 10:18:17,FMP,0,0.531,403
2025-10-08 10:18:18,FMP,0,0.539,403
2025-10-08 10:18:18,FMP,0,0.175,403
2025-10-08 10:18:18,FMP,0,0.135,403
2025-10-08 10:18:18,FMP,0,0.132,403
2025-10-08 10:18:18,FMP,0,0.168,403
2025-10-08 10:18:18,GDELT,1,0.653,
